Rk,Team,Date,Spread,Over/Under,Temperature,Day,G#,Week,,Opp,Result,Spread,vs. Line,Over/Under,OU Result,after_bye
288,DET,10/31/21,3.5,48,56,Sun,8,8,,PHI,L 6-44,3.5,did not cover,48,over,0
289,NOR,10/31/21,4.5,49,72,Sun,7,8,,TAM,W 36-27,4.5,covered,49,over,0
290,MIA,10/31/21,14,49,54,Sun,8,8,@,BUF,L 11-26,14,did not cover,49,under,0
291,WAS,10/31/21,3.5,45,41,Sun,8,8,@,DEN,L 10-17,3.5,did not cover,45,under,0
292,IND,10/31/21,-3,51,55,Sun,8,8,,TEN,L 31-34 (OT),-3,did not cover,51,over,0
293,PHI,10/31/21,-3.5,48,56,Sun,8,8,@,DET,W 44-6,-3.5,covered,48,over,0
294,SFO,10/31/21,-4,39.5,53,Sun,7,8,@,CHI,W 33-22,-4,covered,39.5,over,0
295,CIN,10/31/21,-11,43,63,Sun,8,8,@,NYJ,L 31-34,-11,did not cover,43,over,0
296,NYJ,10/31/21,11,43,63,Sun,7,8,,CIN,W 34-31,11,covered,43,over,0
297,CAR,10/31/21,3,47,58,Sun,8,8,@,ATL,W 19-13,3,covered,47,under,0
298,NWE,10/31/21,4.5,49.5,64,Sun,8,8,@,LAC,W 27-24,4.5,covered,49.5,over,0
299,DEN,10/31/21,-3.5,45,41,Sun,8,8,,WAS,W 17-10,-3.5,covered,45,under,0
300,LAR,10/31/21,-16,46.5,75,Sun,8,8,@,HOU,W 38-22,-16,push,46.5,over,0
301,ARI,10/28/21,-6.5,50.5,84,Thu,8,8,,GNB,L 21-24,-6.5,did not cover,50.5,under,0
302,GNB,10/28/21,6.5,50.5,84,Thu,8,8,@,ARI,W 24-21,6.5,covered,50.5,under,0
303,SEA,10/25/21,4.5,42.5,54,Mon,7,7,,NOR,L 10-13,4.5,covered,42.5,under,0
304,ARI,10/24/21,-18,47.5,82,Sun,7,7,,HOU,W 31-5,-18,covered,47.5,under,0
305,KAN,10/24/21,-4,57.5,74,Sun,7,7,@,TEN,L 3-27,-4,did not cover,57.5,under,0
306,TAM,10/24/21,-11.5,47,83,Sun,7,7,,CHI,W 38-3,-11.5,covered,47,under,0
307,TEN,10/24/21,4,57.5,74,Sun,7,7,,KAN,W 27-3,4,covered,57.5,under,0
308,HOU,10/24/21,18,47.5,82,Sun,7,7,@,ARI,L 5-31,18,did not cover,47.5,under,0
309,CHI,10/24/21,11.5,47,83,Sun,7,7,@,TAM,L 3-38,11.5,did not cover,47,under,0
310,NYG,10/24/21,3,42.5,57,Sun,7,7,,CAR,W 25-3,3,covered,42.5,under,0
311,DET,10/24/21,16.5,50.5,66,Sun,7,7,@,LAR,L 19-28,16.5,covered,50.5,under,0
312,BAL,10/24/21,-6.5,45.5,61,Sun,7,7,,CIN,L 17-41,-6.5,did not cover,45.5,over,0
313,LVR,10/24/21,-3,48.5,71,Sun,7,7,,PHI,W 33-22,-3,covered,48.5,over,0
314,MIA,10/24/21,2,47.5,85,Sun,7,7,,ATL,L 28-30,2,push,47.5,over,0
315,WAS,10/24/21,8,48,49,Sun,7,7,@,GNB,L 10-24,8,did not cover,48,under,0
316,IND,10/24/21,4,42.5,64,Sun,7,7,@,SFO,W 30-18,4,covered,42.5,over,0
317,PHI,10/24/21,3,48.5,71,Sun,7,7,@,LVR,L 22-33,3,did not cover,48.5,over,0
318,CIN,10/24/21,6.5,45.5,61,Sun,7,7,@,BAL,W 41-17,6.5,covered,45.5,over,0
319,GNB,10/24/21,-8,48,49,Sun,7,7,,WAS,W 24-10,-8,covered,48,under,0
320,CAR,10/24/21,-3,42.5,57,Sun,7,7,@,NYG,L 3-25,-3,did not cover,42.5,under,0
321,NWE,10/24/21,-7,42.5,52,Sun,7,7,,NYJ,W 54-13,-7,covered,42.5,over,0
322,LAR,10/24/21,-16.5,50.5,66,Sun,7,7,,DET,W 28-19,-16.5,did not cover,50.5,under,0
323,CLE,10/21/21,-1.5,41.5,59,Thu,7,7,,DEN,W 17-14,-1.5,covered,41.5,under,0
324,DEN,10/21/21,1.5,41.5,59,Thu,7,7,@,CLE,L 14-17,1.5,did not cover,41.5,under,0
325,TEN,10/18/21,6,53.5,66,Mon,6,6,,BUF,W 34-31,6,covered,53.5,over,0
326,BUF,10/18/21,-6,53.5,66,Mon,6,6,@,TEN,L 31-34,-6,did not cover,53.5,over,0
327,MIN,10/17/21,-2.5,45.5,62,Sun,6,6,@,CAR,W 34-28 (OT),-2.5,covered,45.5,over,0
328,ARI,10/17/21,3.5,48.5,58,Sun,6,6,@,CLE,W 37-14,3.5,covered,48.5,over,0
329,PIT,10/17/21,-5,43,49,Sun,6,6,,SEA,W 23-20 (OT),-5,did not cover,43,push,0
330,KAN,10/17/21,-7,54,62,Sun,6,6,@,WAS,W 31-13,-7,covered,54,under,0
331,CLE,10/17/21,-3.5,48.5,58,Sun,6,6,,ARI,L 14-37,-3.5,did not cover,48.5,over,0
332,HOU,10/17/21,10,43.5,58,Sun,6,6,@,IND,L 3-31,10,did not cover,43.5,under,0
333,SEA,10/17/21,5,43,49,Sun,6,6,@,PIT,L 20-23 (OT),5,covered,43,push,0
334,CHI,10/17/21,6,44,59,Sun,6,6,,GNB,L 14-24,6,did not cover,44,under,0
335,NYG,10/17/21,9,48.5,61,Sun,6,6,,LAR,L 11-38,9,did not cover,48.5,over,0
336,DET,10/17/21,3.5,47,57,Sun,6,6,,CIN,L 11-34,3.5,did not cover,47,under,0
337,BAL,10/17/21,-2.5,51.5,63,Sun,6,6,,LAC,W 34-6,-2.5,covered,51.5,under,0
338,DAL,10/17/21,-3.5,50.5,62,Sun,6,6,@,NWE,W 35-29 (OT),-3.5,covered,50.5,over,0
339,LVR,10/17/21,4,43.5,76,Sun,6,6,@,DEN,W 34-24,4,covered,43.5,over,0
340,MIA,10/17/21,-3,47,63,Sun,6,6,@,JAX,L 20-23,-3,did not cover,47,under,0
341,WAS,10/17/21,7,54,62,Sun,6,6,,KAN,L 13-31,7,did not cover,54,under,0
342,IND,10/17/21,-10,43.5,58,Sun,6,6,,HOU,W 31-3,-10,covered,43.5,under,0
343,JAX,10/17/21,3,47,63,Sun,6,6,,MIA,W 23-20,3,covered,47,under,0
344,CIN,10/17/21,-3.5,47,57,Sun,6,6,@,DET,W 34-11,-3.5,covered,47,under,0
345,GNB,10/17/21,-6,44,59,Sun,6,6,@,CHI,W 24-14,-6,covered,44,under,0
346,LAC,10/17/21,2.5,51.5,63,Sun,6,6,@,BAL,L 6-34,2.5,did not cover,51.5,under,0
347,CAR,10/17/21,2.5,45.5,62,Sun,6,6,,MIN,L 28-34 (OT),2.5,did not cover,45.5,over,0
348,NWE,10/17/21,3.5,50.5,62,Sun,6,6,,DAL,L 29-35 (OT),3.5,did not cover,50.5,over,0
349,DEN,10/17/21,-4,43.5,76,Sun,6,6,,LVR,L 24-34,-4,did not cover,43.5,over,0
350,LAR,10/17/21,-9,48.5,61,Sun,6,6,@,NYG,W 38-11,-9,covered,48.5,over,0
351,TAM,10/14/21,-7,52.5,74,Thu,6,6,@,PHI,W 28-22,-7,did not cover,52.5,under,0
352,PHI,10/14/21,7,52.5,74,Thu,6,6,,TAM,L 22-28,7,covered,52.5,under,0
353,BAL,10/11/21,-7,46,69,Mon,5,5,,IND,W 31-25 (OT),-7,did not cover,46,over,0
354,IND,10/11/21,7,46,69,Mon,5,5,@,BAL,L 25-31 (OT),7,covered,46,over,0
355,ATL,10/10/21,-2.5,45,63,Sun,5,5,,NYJ,W 27-20,-2.5,covered,45,over,0
356,MIN,10/10/21,-10,49.5,65,Sun,5,5,,DET,W 19-17,-10,did not cover,49.5,under,0
357,ARI,10/10/21,-5,48.5,81,Sun,5,5,,SFO,W 17-10,-5,covered,48.5,under,0
358,PIT,10/10/21,1.5,39.5,71,Sun,5,5,,DEN,W 27-19,1.5,covered,39.5,over,0
359,KAN,10/10/21,-2.5,56.5,76,Sun,5,5,,BUF,L 20-38,-2.5,did not cover,56.5,over,0
360,TAM,10/10/21,-10,48,84,Sun,5,5,,MIA,W 45-17,-10,covered,48,over,0
361,CLE,10/10/21,2.5,46.5,74,Sun,5,5,@,LAC,L 42-47,2.5,did not cover,46.5,over,0
362,TEN,10/10/21,-4.5,48.5,78,Sun,5,5,@,JAX,W 37-19,-4.5,covered,48.5,over,0
363,HOU,10/10/21,8,39,84,Sun,5,5,,NWE,L 22-25,8,covered,39,over,0
364,CHI,10/10/21,5.5,45.5,72,Sun,5,5,@,LVR,W 20-9,5.5,covered,45.5,under,0
365,NYG,10/10/21,7,52.5,88,Sun,5,5,@,DAL,L 20-44,7,did not cover,52.5,over,0
366,DET,10/10/21,10,49.5,65,Sun,5,5,@,MIN,L 17-19,10,covered,49.5,under,0
367,BUF,10/10/21,2.5,56.5,76,Sun,5,5,@,KAN,W 38-20,2.5,covered,56.5,over,0
368,NOR,10/10/21,-2.5,43.5,70,Sun,5,5,@,WAS,W 33-22,-2.5,covered,43.5,over,0
369,DAL,10/10/21,-7,52.5,88,Sun,5,5,,NYG,W 44-20,-7,covered,52.5,over,0
370,LVR,10/10/21,-5.5,45.5,72,Sun,5,5,,CHI,L 9-20,-5.5,did not cover,45.5,under,0
371,MIA,10/10/21,10,48,84,Sun,5,5,@,TAM,L 17-45,10,did not cover,48,over,0
372,WAS,10/10/21,2.5,43.5,70,Sun,5,5,,NOR,L 22-33,2.5,did not cover,43.5,over,0
373,PHI,10/10/21,3,46,76,Sun,5,5,@,CAR,W 21-18,3,covered,46,under,0
374,JAX,10/10/21,4.5,48.5,78,Sun,5,5,,TEN,L 19-37,4.5,did not cover,48.5,over,0
375,SFO,10/10/21,5,48.5,81,Sun,5,5,@,ARI,L 10-17,5,did not cover,48.5,under,0
376,CIN,10/10/21,3,51,76,Sun,5,5,,GNB,L 22-25 (OT),3,push,51,under,0
377,NYJ,10/10/21,2.5,45,63,Sun,5,5,@,ATL,L 20-27,2.5,did not cover,45,over,0
378,GNB,10/10/21,-3,51,76,Sun,5,5,@,CIN,W 25-22 (OT),-3,push,51,under,0
379,LAC,10/10/21,-2.5,46.5,74,Sun,5,5,,CLE,W 47-42,-2.5,covered,46.5,over,0
380,CAR,10/10/21,-3,46,76,Sun,5,5,,PHI,L 18-21,-3,did not cover,46,under,0
381,NWE,10/10/21,-8,39,84,Sun,5,5,@,HOU,W 25-22,-8,did not cover,39,over,0
382,DEN,10/10/21,-1.5,39.5,71,Sun,5,5,@,PIT,L 19-27,-1.5,did not cover,39.5,over,0
383,SEA,10/7/21,2.5,54.5,56,Thu,5,5,,LAR,L 17-26,2.5,did not cover,54.5,under,0
384,LAR,10/7/21,-2.5,54.5,56,Thu,5,5,@,SEA,W 26-17,-2.5,covered,54.5,under,0
385,LVR,10/4/21,3,52,73,Mon,4,4,@,LAC,L 14-28,3,did not cover,52,under,0
386,LAC,10/4/21,-3,52,73,Mon,4,4,,LVR,W 28-14,-3,covered,52,under,0
387,ATL,10/3/21,2,48,73,Sun,4,4,,WAS,L 30-34,2,did not cover,48,over,0
388,MIN,10/3/21,1,51.5,65,Sun,4,4,,CLE,L 7-14,1,did not cover,51.5,under,0
389,ARI,10/3/21,4,49.5,89,Sun,4,4,@,LAR,W 37-20,4,covered,49.5,over,0
390,PIT,10/3/21,6,44.5,67,Sun,4,4,@,GNB,L 17-27,6,did not cover,44.5,under,0
391,KAN,10/3/21,-7,54.5,73,Sun,4,4,@,PHI,W 42-30,-7,covered,54.5,over,0
392,TAM,10/3/21,-7,49.5,62,Sun,4,4,@,NWE,W 19-17,-7,did not cover,49.5,under,0
393,CLE,10/3/21,-1,51.5,65,Sun,4,4,@,MIN,W 14-7,-1,covered,51.5,under,0
394,TEN,10/3/21,-6,44,78,Sun,4,4,@,NYJ,L 24-27 (OT),-6,did not cover,44,over,0
395,HOU,10/3/21,17.5,47,67,Sun,4,4,@,BUF,L 0-40,17.5,did not cover,47,under,0
396,SEA,10/3/21,2.5,52,80,Sun,4,4,@,SFO,W 28-21,2.5,covered,52,under,0
397,CHI,10/3/21,-3,41.5,72,Sun,4,4,,DET,W 24-14,-3,covered,41.5,under,0
398,NYG,10/3/21,7,41.5,82,Sun,4,4,@,NOR,W 27-21 (OT),7,covered,41.5,over,0
399,DET,10/3/21,3,41.5,72,Sun,4,4,@,CHI,L 14-24,3,did not cover,41.5,under,0
400,BAL,10/3/21,-1,44,77,Sun,4,4,@,DEN,W 23-7,-1,covered,44,under,0
401,HOU,10/3/21,17.5,47,67,Sun,4,4,@,BUF,L 0-40,17.5,did not cover,47,under,0
402,SEA,10/3/21,2.5,52,80,Sun,4,4,@,SFO,W 28-21,2.5,covered,52,under,0
403,CHI,10/3/21,-3,41.5,72,Sun,4,4,,DET,W 24-14,-3,covered,41.5,under,0
404,NYG,10/3/21,7,41.5,82,Sun,4,4,@,NOR,W 27-21 (OT),7,covered,41.5,over,0
405,DET,10/3/21,3,41.5,72,Sun,4,4,@,CHI,L 14-24,3,did not cover,41.5,under,0
406,BAL,10/3/21,-1,44,77,Sun,4,4,@,DEN,W 23-7,-1,covered,44,under,0
407,BUF,10/3/21,-17.5,47,67,Sun,4,4,,HOU,W 40-0,-17.5,covered,47,under,0
408,NOR,10/3/21,-7,41.5,82,Sun,4,4,,NYG,L 21-27 (OT),-7,did not cover,41.5,over,0
409,DAL,10/3/21,-4,51.5,82,Sun,4,4,,CAR,W 36-28,-4,covered,51.5,over,0
410,MIA,10/3/21,-2.5,42.5,85,Sun,4,4,,IND,L 17-27,-2.5,did not cover,42.5,over,0
411,WAS,10/3/21,-2,48,73,Sun,4,4,@,ATL,W 34-30,-2,covered,48,over,0
412,IND,10/3/21,2.5,42.5,85,Sun,4,4,@,MIA,W 27-17,2.5,covered,42.5,over,0
413,PHI,10/3/21,7,54.5,73,Sun,4,4,,KAN,L 30-42,7,did not cover,54.5,over,0
414,SFO,10/3/21,-2.5,52,80,Sun,4,4,,SEA,L 21-28,-2.5,did not cover,52,under,0
415,CIN,9/30/21,-7.5,46.5,65,Thu,4,4,,JAX,W 24-21,-7.5,did not cover,46.5,under,0
416,JAX,9/30/21,7.5,46.5,65,Thu,4,4,@,CIN,L 21-24,7.5,covered,46.5,under,0
417,DAL,9/27/21,-3.5,51.5,86,Mon,3,3,,PHI,W 41-21,-3.5,covered,51.5,over,0
418,PHI,9/27/21,3.5,51.5,86,Mon,3,3,@,DAL,L 21-41,3.5,did not cover,51.5,over,0
419,CIN,9/26/21,3,43,67,Sun,3,3,@,PIT,W 24-10,3,covered,43,under,0
420,NYJ,9/26/21,10,41.5,82,Sun,3,3,@,DEN,L 0-26,10,did not cover,41.5,under,0
421,GNB,9/26/21,3,50.5,69,Sun,3,3,@,SFO,W 30-28,3,covered,50.5,over,0
422,LAC,9/26/21,7,54.5,81,Sun,3,3,@,KAN,W 30-24,7,covered,54.5,under,0
423,NWE,9/26/21,-3,42.5,73,Sun,3,3,,NOR,L 13-28,-3,did not cover,42.5,under,0
424,DEN,9/26/21,-10,41.5,82,Sun,3,3,,NYJ,W 26-0,-10,covered,41.5,under,0
425,LAR,9/26/21,1.5,55.5,66,Sun,3,3,,TAM,W 34-24,1.5,covered,55.5,over,0
426,ATL,9/26/21,3,47.5,69,Sun,3,3,@,NYG,W 17-14,3,covered,47.5,under,0
427,MIN,9/26/21,2,55,77,Sun,3,3,,SEA,W 30-17,2,covered,55,under,0
428,ARI,9/26/21,-7.5,51.5,81,Sun,3,3,@,JAX,W 31-19,-7.5,covered,51.5,under,0
429,PIT,9/26/21,-3,43,67,Sun,3,3,,CIN,L 10-24,-3,did not cover,43,under,0
430,KAN,9/26/21,-7,54.5,81,Sun,3,3,,LAC,L 24-30,-7,did not cover,54.5,under,0
431,TAM,9/26/21,-1.5,55.5,66,Sun,3,3,@,LAR,L 24-34,-1.5,did not cover,55.5,over,0
432,CLE,9/26/21,-7.5,44.5,70,Sun,3,3,,CHI,W 26-6,-7.5,covered,44.5,under,0
433,TEN,9/26/21,-5.5,47.5,72,Sun,3,3,,IND,W 25-16,-5.5,covered,47.5,under,0
434,SEA,9/26/21,-2,55,77,Sun,3,3,@,MIN,L 17-30,-2,did not cover,55,under,0
435,CHI,9/26/21,7.5,44.5,70,Sun,3,3,@,CLE,L 6-26,7.5,did not cover,44.5,under,0
436,NYG,9/26/21,-3,47.5,69,Sun,3,3,,ATL,L 14-17,-3,did not cover,47.5,under,0
437,DET,9/26/21,7.5,50.5,66,Sun,3,3,,BAL,L 17-19,7.5,covered,50.5,under,0
438,BAL,9/26/21,-7.5,50.5,66,Sun,3,3,@,DET,W 19-17,-7.5,did not cover,50.5,under,0
439,BUF,9/26/21,-7,45.5,67,Sun,3,3,,WAS,W 43-21,-7,covered,45.5,over,0
440,NOR,9/26/21,3,42.5,73,Sun,3,3,@,NWE,W 28-13,3,covered,42.5,under,0
441,LVR,9/26/21,-4,44,87,Sun,3,3,,MIA,W 31-28 (OT),-4,did not cover,44,over,0
442,MIA,9/26/21,4,44,87,Sun,3,3,@,LVR,L 28-31 (OT),4,covered,44,over,0
443,WAS,9/26/21,7,45.5,67,Sun,3,3,@,BUF,L 21-43,7,did not cover,45.5,over,0
444,IND,9/26/21,5.5,47.5,72,Sun,3,3,@,TEN,L 16-25,5.5,did not cover,47.5,under,0
445,JAX,9/26/21,7.5,51.5,81,Sun,3,3,,ARI,L 19-31,7.5,did not cover,51.5,under,0
446,SFO,9/26/21,-3,50.5,69,Sun,3,3,,GNB,L 28-30,-3,did not cover,50.5,over,0
447,CAR,9/23/21,-9,43.5,77,Thu,3,3,@,HOU,W 24-9,-9,covered,43.5,under,0
448,HOU,9/23/21,9,43.5,77,Thu,3,3,,CAR,L 9-24,9,did not cover,43.5,under,0
449,GNB,9/20/21,-11.5,48,73,Mon,2,2,,DET,W 35-17,-11.5,covered,48,over,0
450,DET,9/20/21,11.5,48,73,Mon,2,2,@,GNB,L 17-35,11.5,did not cover,48,over,0
451,CIN,9/19/21,1.5,44.5,80,Sun,2,2,@,CHI,L 17-20,1.5,did not cover,44.5,under,0
452,NYJ,9/19/21,6,43,72,Sun,2,2,,NWE,L 6-25,6,did not cover,43,under,0
453,LAC,9/19/21,-3,55,71,Sun,2,2,,DAL,L 17-20,-3,did not cover,55,under,0
454,CAR,9/19/21,3,44.5,83,Sun,2,2,,NOR,W 26-7,3,covered,44.5,under,0
455,NWE,9/19/21,-6,43,72,Sun,2,2,@,NYJ,W 25-6,-6,covered,43,under,0
456,DEN,9/19/21,-6,45,80,Sun,2,2,@,JAX,W 23-13,-6,covered,45,under,0
457,LAR,9/19/21,-3.5,48,81,Sun,2,2,@,IND,W 27-24,-3.5,did not cover,48,over,0
458,ATL,9/19/21,12.5,51.5,85,Sun,2,2,@,TAM,L 25-48,12.5,did not cover,51.5,over,0
459,MIN,9/19/21,3.5,50.5,93,Sun,2,2,@,ARI,L 33-34,3.5,covered,50.5,over,0
460,ARI,9/19/21,-3.5,50.5,93,Sun,2,2,,MIN,W 34-33,-3.5,did not cover,50.5,over,0
461,PIT,9/19/21,-6,47,77,Sun,2,2,,LVR,L 17-26,-6,did not cover,47,under,0
462,KAN,9/19/21,-4,54.5,82,Sun,2,2,@,BAL,L 35-36,-4,did not cover,54.5,over,0
463,TAM,9/19/21,-12.5,51.5,85,Sun,2,2,,ATL,W 48-25,-12.5,covered,51.5,over,0
464,CLE,9/19/21,-13.5,48,75,Sun,2,2,,HOU,W 31-21,-13.5,did not cover,48,over,0
465,TEN,9/19/21,6.5,54,62,Sun,2,2,@,SEA,W 33-30 (OT),6.5,covered,54,over,0
466,HOU,9/19/21,13.5,48,75,Sun,2,2,@,CLE,L 21-31,13.5,covered,48,over,0
467,SEA,9/19/21,-6.5,54,62,Sun,2,2,,TEN,L 30-33 (OT),-6.5,did not cover,54,over,0
468,CHI,9/19/21,-1.5,44.5,80,Sun,2,2,,CIN,W 20-17,-1.5,covered,44.5,under,0
469,BAL,9/19/21,4,54.5,82,Sun,2,2,,KAN,W 36-35,4,covered,54.5,over,0
470,BUF,9/19/21,-3.5,47.5,89,Sun,2,2,@,MIA,W 35-0,-3.5,covered,47.5,under,0
471,NOR,9/19/21,-3,44.5,83,Sun,2,2,@,CAR,L 7-26,-3,did not cover,44.5,under,0
472,DAL,9/19/21,3,55,71,Sun,2,2,@,LAC,W 20-17,3,covered,55,under,0
473,LVR,9/19/21,6,47,77,Sun,2,2,@,PIT,W 26-17,6,covered,47,under,0
474,MIA,9/19/21,3.5,47.5,89,Sun,2,2,,BUF,L 0-35,3.5,did not cover,47.5,under,0
475,IND,9/19/21,3.5,48,81,Sun,2,2,,LAR,L 24-27,3.5,covered,48,over,0
476,PHI,9/19/21,3,49,76,Sun,2,2,,SFO,L 11-17,3,did not cover,49,under,0
477,JAX,9/19/21,6,45,80,Sun,2,2,,DEN,L 13-23,6,did not cover,45,under,0
478,SFO,9/19/21,-3,49,76,Sun,2,2,@,PHI,W 17-11,-3,covered,49,under,0
479,NYG,9/16/21,3.5,40.5,71,Thu,2,2,@,WAS,L 29-30,3.5,covered,40.5,over,0
480,WAS,9/16/21,-3.5,40.5,71,Thu,2,2,,NYG,W 30-29,-3.5,did not cover,40.5,over,0
481,BAL,9/13/21,-4,50.5,102,Mon,1,1,@,LVR,L 27-33 (OT),-4,did not cover,50.5,over,0
482,LVR,9/13/21,4,50.5,102,Mon,1,1,,BAL,W 33-27 (OT),4,covered,50.5,over,0
483,CIN,9/12/21,3,47.5,81,Sun,1,1,,MIN,W 27-24 (OT),3,covered,47.5,over,0
484,NYJ,9/12/21,4,45,81,Sun,1,1,@,CAR,L 14-19,4,did not cover,45,under,0
485,GNB,9/12/21,-3.5,49.5,86,Sun,1,1,@,NOR,L 3-38,-3.5,did not cover,49.5,under,0
486,LAC,9/12/21,1.5,45,81,Sun,1,1,@,WAS,W 20-16,1.5,covered,45,under,0
487,CAR,9/12/21,-4,45,81,Sun,1,1,,NYJ,W 19-14,-4,covered,45,under,0
488,NWE,9/12/21,-3,43.5,81,Sun,1,1,,MIA,L 16-17,-3,did not cover,43.5,under,0
489,DEN,9/12/21,-3,41.5,82,Sun,1,1,@,NYG,W 27-13,-3,covered,41.5,under,0
490,LAR,9/12/21,-8,46.5,72,Sun,1,1,,CHI,W 34-14,-8,covered,46.5,over,0
491,ATL,9/12/21,-3.5,49,79,Sun,1,1,,PHI,L 6-32,-3.5,did not cover,49,under,0
492,MIN,9/12/21,-3,47.5,81,Sun,1,1,@,CIN,L 24-27 (OT),-3,did not cover,47.5,over,0
493,ARI,9/12/21,3,53.5,82,Sun,1,1,@,TEN,W 38-13,3,covered,53.5,under,0
494,PIT,9/12/21,6.5,48.5,73,Sun,1,1,@,BUF,W 23-16,6.5,covered,48.5,under,0
495,KAN,9/12/21,-5.5,54.5,88,Sun,1,1,,CLE,W 33-29,-5.5,did not cover,54.5,over,0
496,CLE,9/12/21,5.5,54.5,88,Sun,1,1,@,KAN,L 29-33,5.5,covered,54.5,over,0
497,TEN,9/12/21,-3,53.5,82,Sun,1,1,,ARI,L 13-38,-3,did not cover,53.5,under,0
498,HOU,9/12/21,3,45,84,Sun,1,1,,JAX,W 37-21,3,covered,45,over,0
499,SEA,9/12/21,-3,49,81,Sun,1,1,@,IND,W 28-16,-3,covered,49,under,0
500,CHI,9/12/21,8,46.5,72,Sun,1,1,@,LAR,L 14-34,8,did not cover,46.5,over,0
501,NYG,9/12/21,3,41.5,82,Sun,1,1,,DEN,L 13-27,3,did not cover,41.5,under,0
502,DET,9/12/21,9,45.5,79,Sun,1,1,,SFO,L 33-41,9,covered,45.5,over,0
503,BUF,9/12/21,-6.5,48.5,73,Sun,1,1,,PIT,L 16-23,-6.5,did not cover,48.5,under,0
504,NOR,9/12/21,3.5,49.5,86,Sun,1,1,,GNB,W 38-3,3.5,covered,49.5,under,0
505,MIA,9/12/21,3,43.5,81,Sun,1,1,@,NWE,W 17-16,3,covered,43.5,under,0
506,WAS,9/12/21,-1.5,45,81,Sun,1,1,,LAC,L 16-20,-1.5,did not cover,45,under,0
507,IND,9/12/21,3,49,81,Sun,1,1,,SEA,L 16-28,3,did not cover,49,under,0
508,PHI,9/12/21,3.5,49,79,Sun,1,1,@,ATL,W 32-6,3.5,covered,49,under,0
509,JAX,9/12/21,-3,45,84,Sun,1,1,@,HOU,L 21-37,-3,did not cover,45,over,0
510,SFO,9/12/21,-9,45.5,79,Sun,1,1,@,DET,W 41-33,-9,did not cover,45.5,over,0
511,TAM,9/9/21,-8.5,52,82,Thu,1,1,,DAL,W 31-29,-8.5,did not cover,52,over,0
512,DAL,9/9/21,8.5,52,82,Thu,1,1,@,TAM,L 29-31,8.5,covered,52,over,0
